Product Name,Original Price (in Rs.),Discount Percentage,Final Price (in Rs.),Ratings,Total Ratings count
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell 15 Laptop,"48,692",20%,"38,990",3.8,499
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
(Refurbished) Dell Latitude Laptop 3380 Intel Core i5 Mobile-7th Gen Processor ,"79,990",74%,"20,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i5 Mobile-8th Gen -Processor ,"99,990",59%,"40,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i5 Mobile-8th Gen -Processor ,"99,990",60%,"39,790",No Ratings,No Ratings
(Refurbished) Lenovo Thinkpad Laptop T480 Intel Core i7 8th Generation - 8550u Processor 4 GB Ram & 2 TB SSD,"1,09,000",61%,"42,790",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i7 Mobile-8th Gen -Processor ,"99,990",71%,"29,290",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i5 Mobile-8th Gen -Processor ,"99,990",65%,"34,690",No Ratings,No Ratings
(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen,"1,49,000",67%,"49,590",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i5 Mobile-8th Gen -Processor ,"99,990",49%,"51,490",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i5 Mobile-8th Gen -Processor ,"99,990",66%,"33,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i5 Mobile-8th Gen -Processor ,"99,990",69%,"30,790",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 3380 Intel Core i5 Mobile-7th Gen Processor ,"79,990",70%,"23,790",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop 5490 Intel Core i7 Mobile-8th Gen -Processor ,"99,990",55%,"44,990",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
(Refurbished) Dell Precision 7510 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen,"1,29,000",72%,"35,990",No Ratings,No Ratings
(Refurbished) Lenovo Thinkpad Laptop T480 Intel Core i7 8th Generation - 8550u Processor 8 GB Ram & 512 GB SSD,"1,09,000",68%,"34,590",No Ratings,No Ratings
(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen,"1,49,000",57%,"63,490",No Ratings,No Ratings
(Refurbished) Dell G15-5525 Gaming Laptop,"1,09,655",15%,"93,205",No Ratings,No Ratings
"Lenovo Legion Pro 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.5Kg)","2,16,190",13%,"1,89,090",No Ratings,No Ratings
ASUS Vivobook 15 (2024),"57,990",14%,"49,990",No Ratings,No Ratings
"Lenovo Legion Pro 7 Intel Core i9-14900HX 16"" (40.6cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (32GB/1TB SSD/Win 11/Office 21/NVIDIA RTX 4090 16GB/100% DCI-P3/3mon Xbox Game Pass/Black/2.6Kg)","5,00,390",19%,"4,04,298",5,2
ASUS Vivobook 15 (2024),"79,990",15%,"67,990",No Ratings,No Ratings
(Refurbished) HP EliteBook 430 G6 8th Gen Core i5 Laptop,"69,999",64%,"24,999",No Ratings,No Ratings
(Refurbished) HP EliteBook 430 G6 8th Gen Core i5 Laptop,"69,999",66%,"23,499",No Ratings,No Ratings
(Refurbished) ASUS Vivobook S 15 OLED (2023),"1,29,990",31%,"90,090",No Ratings,No Ratings
(Refurbished) Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop (15.6 Inch,"26,990",20%,"21,495",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
Dell 14 Laptop,"62,511",12%,"54,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
(Refurbished) MSI Stealth 16 Mercedes-AMG,"2,76,990",13%,"2,39,995",No Ratings,No Ratings
(Refurbished) Infinix Zero Book Series Laptop Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ZL12 Business Laptop (15.6 inch,"64,490",10%,"57,895",No Ratings,No Ratings
(Refurbished) MSI Modern 14,"38,990",10%,"34,998",No Ratings,No Ratings
(Refurbished) MSI Modern 14,"64,990",43%,"36,998",No Ratings,No Ratings
(Refurbished) Msi Modern 14 B4Mw-43In Ryzen 5 4500U Ddr Iv 8Gb 512Gb Ssd Carbon Gray Single Backlight Kb(White) 14 Inches Fhd 60Hz Amd Radeon??¢ Graphics Windows 10 Home 1 Year Warranty,"35,990",11%,"31,995",No Ratings,No Ratings
(Refurbished) MSI GF63 Core i7 11th Gen 11800H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GF63 Thin 11SC-1298IN Gaming Laptop (15.6 Inch,"93,990",38%,"57,995",No Ratings,No Ratings
(Refurbished) Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light Laptop (15.6 inch,"26,990",15%,"22,995",No Ratings,No Ratings
(Refurbished) Infinix Zero Book Series Laptop Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ZL12 Business Laptop (15.6 inch,"79,990",38%,"49,895",No Ratings,No Ratings
(Refurbished) Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin and Light Laptop (15.6 inch,"79,990",13%,"69,499",No Ratings,No Ratings
"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg)","1,96,590",20%,"1,57,406",No Ratings,No Ratings
"(Refurbished) Microsoft New Surface Pro9 13"" Intel 12 Gen i5 / 8GB / 128GB Platinum with Bluetooth","1,02,990",30%,"72,071",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4050 6GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg)","1,79,790",23%,"1,38,462",No Ratings,No Ratings
"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC + 32 GB MicroSD Card | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)","89,999",78%,"19,399",No Ratings,No Ratings
"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC + 64GB MicroSD Card | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)","89,999",78%,"19,399",No Ratings,No Ratings
"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC + 128 GB MicroSD Card | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)","89,999",78%,"19,899",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 16"" (40.6cm) WUXGA IPS 300Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.8Kg)","81,090",23%,"62,190",No Ratings,No Ratings
"(Refurbished) Lenovo Thinkpad P14s 12th Gen Intel Core i7 14""(35.56 cm) WUXGA IPS 300nits Thin and Light Workstation (16GB/512GB SSD/Windows 11 Pro/NVIDIA T550 4GB Graphics/Backlit/Black/1.38Kg)","1,33,990",15%,"1,13,891",No Ratings,No Ratings
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14""(35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11 Pro/AMD Radeon Graphics/Backlit Keyboard/FPR/Graphite Black/1.41 kg)","73,999",11%,"65,999",No Ratings,No Ratings
"Lenovo V14 Intel Core i3 12th Gen 14""(35.56cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Pro/Iron Grey/1.43 kg)","78,062",42%,"44,990",No Ratings,No Ratings
HP 240/250 G9 i3-1215U /14” HD LED SVA 250N Anti-Glare Uslim (1366 x 768,"43,189",24%,"32,999",No Ratings,No Ratings
"(Refurbished) Lenovo Yoga 7 AMD Ryzen 7 7735U 14""(35.5cm) OLED 2-in-1 400Nits Laptop(16GB/1TB SSD/Win 11/Office 2021/Backlit KB/Digital Pen/1Yr Warranty/Alexa/3 Month Game Pass/Tidal Teal/1.49Kg)","94,190",15%,"80,061",No Ratings,No Ratings
"Lenovo ThinkPad X13 Gen 2/13.0"" WUXGA /i7-1165G7 /16GB/512GB SSD/Integrated Graphics /Win10 Pro/Evo Certified/IR and FHD Camera/FP/Wi-Fi / 3Y Premier Support/20WKS02Q00","1,79,999",11%,"1,59,799",No Ratings,No Ratings
"Lenovo ThinkBook 15 G5 Ryzen 5 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg)","81,360",47%,"42,990",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
Dell 15 Laptop,"48,692",20%,"38,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
"Lenovo Thinkpad E14 G4 14.0"" FHD/i5-1235U/8GB/512 GB SSD/W11 Pro/3Y Onsite & 3Y Premier/21E3S06C00","98,999",9%,"89,999",No Ratings,No Ratings
"Lenovo ThinkBook 15 G5 Ryzen 7 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg)","84,600",44%,"46,990",No Ratings,No Ratings
"(Refurbished) Lenovo Yoga Slim 6 Intel Evo Core i7 13700H 14""(35.5cm) WUXGA OLED 400Nit Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Storm Grey/1.35Kg)","92,690",15%,"78,786",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",62%,"36,790",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",73%,"26,290",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",65%,"33,790",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",74%,"25,590",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",71%,"28,590",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",68%,"30,790",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",71%,"27,790",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",78%,"21,790",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",60%,"38,990",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",70%,"29,390",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",64%,"35,390",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",60%,"38,490",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",70%,"29,490",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",73%,"26,290",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",75%,"23,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",74%,"24,890",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",71%,"27,790",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",57%,"42,190",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",71%,"27,890",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",71%,"27,990",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",67%,"31,590",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
Dell 14 Laptop,"62,511",12%,"54,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",74%,"25,490",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",74%,"24,790",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",71%,"28,590",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",61%,"37,590",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",72%,"26,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",76%,"23,290",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",75%,"23,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",75%,"23,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",72%,"26,990",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",69%,"29,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",72%,"26,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",66%,"32,990",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"89,990",56%,"39,990",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",59%,"39,490",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",68%,"30,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",73%,"25,990",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",61%,"37,990",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",76%,"23,290",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",50%,"48,490",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",77%,"22,590",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",72%,"27,190",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",73%,"26,490",No Ratings,No Ratings
(Refurbished) HP Probook Laptop 450G3 Intel Core i5-6200U Processor ,"96,990",62%,"37,190",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",78%,"20,990",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
Dell 15 Laptop,"48,692",20%,"38,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",77%,"22,590",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",67%,"32,490",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",77%,"22,490",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",76%,"23,390",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",72%,"27,190",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",78%,"21,790",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",70%,"28,690",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",73%,"26,390",No Ratings,No Ratings
(Refurbished) Dell Latitude Laptop E7280 Intel Core i5 - 7300u 7th Generation Processor ,"96,990",78%,"21,790",No Ratings,No Ratings
(Refurbished) Dell Latitude Ultralight 1.23 Kg Laptop 7290 Intel Core i5 Mobile-8th Gen -Processor ,"96,990",75%,"23,990",No Ratings,No Ratings
HP Laptop 15,"71,641",11%,"63,900",No Ratings,No Ratings
"(Refurbished) Acer Chromebook Intel Celeron Dual-Core N4500 (Chrome OS/8 GB/64 GB eMMC) CB314-3H with 35.5 cm (14"") HD Display","26,735",15%,"22,724",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
